	Genre	Accuracy	Precision	Recall	F1
0	pop	0.7452699899235374	0.6487422327453007	0.8368739917547948	0.730896032210697
1	rap	0.7452699899235374	0.5300998964125401	0.9269229568095937	0.6744736533137402
2	rock	0.7452699899235374	0.35882471069608657	0.4505397525805689	0.39948577856339385
3	rb	0.7452699899235374	0.04666486144958931	0.23145305704783833	0.07767011127922824
4	misc	0.7452699899235374	0.11442085460897608	0.7488391726466863	0.19850987047622598
5	country	0.7452699899235374	0.03431797390341374	0.3324006062725895	0.062212911743205354
