	Genre	Accuracy	Precision	Recall	F1
0	pop	0.76	0.4	0.4	0.4000000000000001
1	rap	0.72	0.35714285714285715	0.5	0.41666666666666663
2	rock	0.72	0.25	0.2	0.22222222222222224
3	rb	0.86	0.6666666666666666	0.6	0.631578947368421
4	misc	1.0	0.0	0.0	0.0
5	country	0.82	0.5555555555555556	0.5	0.5263157894736842
6	Average	0.8133333333333335	0.3715608465608466	0.3666666666666667	0.36613060428849903
