	Genre	Accuracy	Precision	Recall	F1
0	pop	0.68	0.2	0.2	0.20000000000000004
1	rap	0.86	0.6	0.9	0.7200000000000001
2	rock	0.72	0.3	0.3	0.3
3	rb	0.82	0.5555555555555556	0.5	0.5263157894736842
4	misc	1.0	0.0	0.0	0.0
5	country	0.76	0.3333333333333333	0.2	0.25
6	Average	0.8066666666666666	0.3314814814814815	0.35000000000000003	0.332719298245614
