	Genre	Accuracy	Precision	Recall	F1
0	pop	0.68	0.2857142857142857	0.4	0.3333333333333333
1	rap	0.92	0.7142857142857143	1.0	0.8333333333333333
2	rock	0.76	0.42857142857142855	0.6	0.5
3	rb	0.82	1.0	0.1	0.18181818181818182
4	misc	1.0	0.0	0.0	0.0
5	country	0.86	0.7142857142857143	0.5	0.588235294117647
6	Average	0.84	0.5238095238095238	0.43333333333333335	0.40612002376708256
